Date,Name,Profile link,Topic,Manager,Format,Ad link,UTM Link,UTM Campaign,Budget,Reach (Plan),Fact Reach,Median %,CPM (Plan),CPM Fact,CTR Plan,CTR Fact,Traffic Plan,Traffic Fact,CPC Plan,CPC Fact,CR0 Plan,CR0 Fact,Contacts Plan,Contacts Fact,CPContact Plan,CPContact Fact,"CR1 Contact - deal
2025-06-26,suleymandolaev,https://www.instagram.com/suleymandolaev/,Interview,Arina,reel,https://www.instagram.com/reel/DLVHNM6xQkX/,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_suleymandolaev0625&utm_content=rees,influencers_suleymandolaev0625,9000.0,203000.0,334000.0,1.645320197,44.33497537,26.94610778,0.0014,0.000850898,284.2,266.0,31.66783955,33.83458647,0.08,0.093984962,22.736,25.0,395.8479944,360.0,0.2,0.4,4.5472,10.0,0.4,0.3,1.81888,3.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.545664,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DLVHNM6xQkX,
2025-06-27,HealthyGamerGG,https://www.youtube.com/@HealthyGamerGG,Mental Health,Masha,youtube,https://www.youtube.com/watch?v=o-9aumQSTXA&t=322s,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_healthygamer0625&utm_medium=youtube&utm_source=influencers&utm_content=youtube,influencers_healthygamer0625,23000.0,243000.0,90000.0,0.37037037,94.65020576,255.5555556,0.0014,0.00378,340.2,139.0,67.60728983,165.4676259,0.08,0.223021583,27.216,31.0,845.0911229,741.9354839,0.2,0.258064516,5.4432,8.0,0.4,0.125,2.17728,1.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.653184,0.0,,,0.0,,0.0,,0.0,,True,youtube,o-9aumQSTXA,322.0
2025-06-28,NORTH02,https://www.youtube.com/@NORTH02,History,Tatam,youtube,https://www.youtube.com/watch?v=ocJwy10ZZ6Q&t=378s, https://get.tripleten.com/north02,influencers_north020625,6250.0,150000.0,128000.0,0.853333333,41.66666667,48.828125,0.0014,0.001640625,210.0,116.0,29.76190476,53.87931034,0.08,0.120689655,16.8,14.0,372.0238095,446.4285714,0.2,0.5,3.36,7.0,0.4,0.285714286,1.344,2.0,1.0,1.344,2.0,0.3,0.0,0.0,,0.4032,0.0,,,0.0,,0.0,,0.0,,True,youtube,ocJwy10ZZ6Q,378.0
2025-06-27,FilmJunk1e,https://www.youtube.com/@FilmJunk1e/featured,Movies,Masha,youtube,https://www.youtube.com/watch?v=-W6VGKdYuDg&t=196s,https://get.tripleten.com/filmjunkie,influencers_filmjunkie0625,1080.0,334000.0,54000.0,0.161676647,3.233532934,20.0,0.0014,0.008659259,467.6,360.0,2.309666382,3.0,0.08,0.222222222,37.408,80.0,28.87082977,13.5,0.2,0.175,7.4816,14.0,0.4,0.071428571,2.99264,1.0,1.0,2.99264,1.0,0.3,0.0,0.0,,0.897792,0.0,,,0.0,,0.0,,0.0,,True,youtube,-W6VGKdYuDg,196.0
2025-06-27,anjali.gama,https://www.instagram.com/anjali.gama/,Career,Tatam,reel,https://www.instagram.com/reel/DLbOa49RcP5/,,influencers_anjali.gama0625,2500.0,74000.0,98000.0,1.324324324,33.78378378,25.51020408,0.0014,0.001057143,103.6,222.0,24.13127413,11.26126126,0.08,0.09009009,8.288,20.0,301.6409266,125.0,0.2,0.45,1.6576,9.0,0.4,0.333333333,0.66304,3.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.198912,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DLbOa49RcP5,
2025-06-27,healthygamer_gg,https://www.instagram.com/healthygamer_gg/,Mental Health,Arina,reel,https://www.instagram.com/reel/DLfMW9DB1hI/,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_healthygamer0625&utm_medium=youtube&utm_source=influencers&utm_content=youtube&fbclid=PAZXh0bgNhZW0CMTEAAadn3fi0pVIdzRpgalUBOyBz-TRAU8yHoZhDneKDtxAE-cBgQKNxiCh5fb80qw_aem_O9ksCJAEm91wNOrj2ZC7rg,influencers_healthygamer0625,0.0,38000.0,22900.0,0.602631579,0.0,0.0,0.0014,0.002323144,53.2,139.0,0.0,0.0,0.08,0.223021583,4.256,31.0,0.0,0.0,0.2,0.258064516,0.8512,8.0,0.4,0.125,0.34048,1.0,0.0,0.0,0.0,0.3,0.0,0.0,,0.102144,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DLfMW9DB1hI,
2025-06-30,Th3Jez,https://www.youtube.com/@Th3Jez/videos,Gaming,Tatam,youtube,https://youtu.be/BaJ6TZOJ9HI?si=AIVUIfNY5GFwInIm&t=250,,influencers_jez020625,2000.0,80000.0,326000.0,4.075,25.0,6.134969325,0.0014,0.000343558,112.0,260.0,17.85714286,7.692307692,0.08,0.196153846,8.96,51.0,223.2142857,39.21568627,0.2,0.450980392,1.792,23.0,0.4,0.260869565,0.7168,6.0,0.666666667,0.477866667,4.0,0.3,0.166666667,1.0,2000.0,0.21504,1.0,,2000.0,1.0,2000.0,1.0,2000.0,1.0,2000.0,True,youtube,BaJ6TZOJ9HI,250.0
2025-07-02,whitneywaythore,https://www.instagram.com/whitneywaythore/,Lifestyle,Tatam,reel,https://www.instagram.com/reel/DLtDTVOC8aW/,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_whitneywaythore0725&utm_content=reels,influencers_whitneywaythore0725,4781.0,365000.0,605000.0,1.657534247,13.09863014,7.902479339,0.0014,0.000844628,511.0,594.0,9.356164384,8.048821549,0.08,0.031986532,40.88,19.0,116.9520548,251.6315789,0.2,0.631578947,8.176,12.0,0.4,0.0,3.2704,0.0,0.45,1.47168,0.0,0.3,,0.0,,0.98112,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DLtDTVOC8aW,
2025-07-05,realsamjarman,https://www.instagram.com/realsamjarman/,Finance,Fellowers,reel,https://www.instagram.com/reel/DLqGu5rRbtW/,https://get.tripleten.com/realsamjarman,influencers_realsamjarman0725,3380.0,136000.0,40000.0,0.294117647,24.85294118,84.5,0.0014,0.00476,190.4,63.0,17.75210084,53.65079365,0.2,0.111111111,38.08,7.0,88.7605042,482.8571429,0.2,0.571428571,7.616,4.0,0.3,0.0,2.2848,0.0,0.45,1.02816,0.0,0.3,,0.0,,0.68544,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DLqGu5rRbtW,
2025-07-06,RachelleinTheory,https://www.youtube.com/@RachelleinTheory/videos,Self Development,Tatam,youtube,https://www.youtube.com/watch?v=6Oi7ifaNDxg,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_rachelleintheory0725&utm_medium=youtube&utm_source=influencers&utm_content=youtube,influencers_rachelleintheory0725,1000.0,28000.0,12000.0,0.428571429,35.71428571,83.33333333,0.0015,0.0035,42.0,42.0,23.80952381,23.80952381,0.2,0.071428571,8.4,3.0,119.047619,333.3333333,0.2,1.0,1.68,3.0,0.3,0.0,0.504,0.0,0.45,0.2268,0.0,0.3,,0.0,,0.1512,0.0,,,0.0,,0.0,,0.0,,True,youtube,6Oi7ifaNDxg,
2025-07-07,sidney_morss,https://www.instagram.com/sidney_morss/,Sketchers,Fellowers,reel,https://www.instagram.com/reel/DL0freTyCaW/,https://get.tripleten.com/sidney_morss,influencers_influencers_sidney_morss0725,5200.0,134000.0,34000.0,0.253731343,38.80597015,152.9411765,0.0014,0.005517647,187.6,141.0,27.71855011,36.87943262,0.2,0.028368794,37.52,4.0,138.5927505,1300.0,0.2,0.25,7.504,1.0,0.3,0.0,2.2512,0.0,0.45,1.01304,0.0,0.3,,0.0,,0.67536,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DL0freTyCaW,
2025-07-08,andrewsdailyday,https://www.instagram.com/andrewsdailyday/,Lifestyle,Arina,reel,https://www.instagram.com/reel/DL3WQJmuJu-/,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_andrewsdailyday0725reels&utm_content=reels,influencers_andrewsdailyday0725reels,7000.0,200000.0,128000.0,0.64,35.0,54.6875,0.0014,0.0021875,280.0,103.0,25.0,67.96116505,0.2,0.067961165,56.0,7.0,125.0,1000.0,0.2,0.0,11.2,0.0,0.3,,3.36,0.0,0.45,1.512,0.0,0.3,,0.0,,1.008,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DL3WQJmuJu-,
2025-07-08,andrewsdailyday,https://www.instagram.com/andrewsdailyday/,Lifestyle,Arina,story,andrewsdailyday.mp4,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_andrewsdailyday0725&utm_content=stories,influencers_andrewsdailyday0725,3000.0,50000.0,56000.0,1.12,60.0,53.57142857,0.0014,0.00125,70.0,1743.0,42.85714286,1.721170396,0.2,0.063683305,14.0,111.0,214.2857143,27.02702703,0.2,0.567567568,2.8,63.0,0.3,0.349206349,0.84,22.0,0.45,0.378,4.0,0.3,0.0,0.0,,0.252,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-07-13,oddlyspecificcrystal,https://www.youtube.com/@oddlyspecificcrystal/featured,Self Development,Masha,youtube,https://youtu.be/5e_NZXekfkQ?si=vqderFTRPqh5qy1n&t=508,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link:  https://get.tripleten.com/crystal,influencers_oddlyspecificcrystal0725,4750.0,121000.0,161000.0,1.330578512,39.25619835,29.50310559,0.0015,0.001127329,181.5,5538.0,26.1707989,0.857710365,0.2,0.096244131,36.3,533.0,130.8539945,8.911819887,0.2,0.202626642,7.26,108.0,0.3,0.101851852,2.178,11.0,0.45,0.9801,5.0,0.3,0.181818182,2.0,2375.0,0.6534,2.0,,2375.0,2.0,2375.0,2.0,2375.0,2.0,,True,youtube,5e_NZXekfkQ,508.0
2025-07-17,asaparked,https://www.youtube.com/@asaparked/videos,Hobby,Mediacube,youtube,https://youtu.be/hu3ohMHUm54?si=r2js0LJIqQeK0Pxr&t=203,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link: https://get.tripleten.com/asaparked,influencers_asaparked0725,700.0,175000.0,33000.0,0.188571429,4.0,21.21212121,0.0015,0.007954545,262.5,176.0,2.666666667,3.977272727,0.2,0.085227273,52.5,15.0,13.33333333,46.66666667,0.2,0.466666667,10.5,7.0,0.3,0.428571429,3.15,3.0,0.45,1.4175,1.0,0.3,0.0,0.0,,0.945,0.0,,,0.0,,0.0,,0.0,,True,youtube,hu3ohMHUm54,203.0
2025-07-19,TwoBitDaVinci,https://www.youtube.com/@TwoBitDaVinci/videos,Knowledge,Tatam,youtube,https://youtu.be/jrP7buPo2yA?si=u6Er0thtBoPzM5jB&t=266,,influencers_twobitdavinci0725,10625.0,130000.0,132000.0,1.015384615,81.73076923,80.49242424,0.0015,0.001477273,195.0,216.0,54.48717949,49.18981481,0.2,0.101851852,39.0,22.0,272.4358974,482.9545455,0.2,0.272727273,7.8,6.0,0.3,0.333333333,2.34,2.0,0.45,1.053,0.0,0.3,0.0,0.0,,0.702,0.0,,,0.0,,0.0,,0.0,,True,youtube,jrP7buPo2yA,266.0
2025-07-21,lyllistapper,https://www.instagram.com/lyllistapper,Mental Health,Arina,story,Lyllistapper.mp4,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_lyllistapper0725&utm_content=stories,influencers_lyllistapper0725,3500.0,50000.0,44000.0,0.88,70.0,79.54545455,0.0015,0.001704545,75.0,128.0,46.66666667,27.34375,0.2,0.046875,15.0,6.0,233.3333333,583.3333333,0.2,0.333333333,3.0,2.0,0.3,0.0,0.9,0.0,0.45,0.405,0.0,0.3,,0.0,,0.27,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-07-21,lyllistapper,https://www.instagram.com/lyllistapper,Mental Health,Arina,reel,https://www.instagram.com/reel/DMYg9CLBZSw/,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_lyllistapper0725reels&utm_content=reels,influencers_lyllistapper0725reels,8000.0,200000.0,161000.0,0.805,40.0,49.68944099,0.0015,0.001863354,300.0,10789.0,26.66666667,0.741495968,0.2,0.002131801,60.0,23.0,133.3333333,347.826087,0.2,0.304347826,12.0,7.0,0.3,0.0,3.6,0.0,0.45,1.62,0.0,0.3,,0.0,,1.08,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DMYg9CLBZSw,
2025-07-22,ReelRejects,https://www.youtube.com/@ReelRejects,Movies,Mediacube,youtube,https://youtu.be/VJ_6U6UuYYY?si=x8ws60qwYMkHGHge&t=168,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link: https://get.tripleten.com/reelrejects,influencers_reelrejects0725,4100.0,48000.0,185000.0,3.854166667,85.41666667,22.16216216,0.0015,0.000389189,72.0,45.0,56.94444444,91.11111111,0.2,0.044444444,14.4,2.0,284.7222222,2050.0,0.2,1.0,2.88,2.0,0.3,0.0,0.864,0.0,0.45,0.3888,0.0,0.3,,0.0,,0.2592,0.0,,,0.0,,0.0,,0.0,,True,youtube,VJ_6U6UuYYY,168.0
2025-07-19,thebrok,https://www.instagram.com/thebrok/,Sketchers,Fellowers,reel,https://www.instagram.com/reel/DMbXI6HylAa/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA%3D%3D,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_thebrok0725&utm_medium=Instagram&utm_source=influencers&utm_content=reel,influencers_thebrok0725,6500.0,350000.0,738000.0,2.108571429,18.57142857,8.807588076,0.0015,0.000711382,525.0,66.0,12.38095238,98.48484848,0.2,0.03030303,105.0,2.0,61.9047619,3250.0,0.2,0.5,21.0,1.0,0.3,0.0,6.3,0.0,0.45,2.835,0.0,0.3,,0.0,,1.89,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DMbXI6HylAa,
2025-07-20,thebrok,https://www.instagram.com/thebrok/,Sketchers,Fellowers,story,bonus repost,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_thebrok0725stories&utm_content=stories,influencers_thebrok0725stories,0.0,20000.0,20000.0,1.0,0.0,0.0,0.0015,0.0015,30.0,63.0,0.0,0.0,0.2,0.031746032,6.0,2.0,0.0,0.0,0.2,0.0,1.2,0.0,0.3,,0.36,0.0,0.45,0.162,0.0,0.3,,0.0,,0.108,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-07-24,_chelsthomas,https://www.instagram.com/_chelsthomas/reels/,Parents,Arina,reel,https://www.instagram.com/reel/DMfkOHHR94h/,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_chelsthomas0725reels&utm_content=reels,influencers_chelsthomas0725reels,2500.0,50000.0,36700.0,0.734,50.0,68.11989101,0.0015,0.002043597,75.0,47.0,33.33333333,53.19148936,0.2,0.14893617,15.0,7.0,166.6666667,357.1428571,0.2,1.0,3.0,7.0,0.3,0.142857143,0.9,1.0,0.45,0.405,0.0,0.3,0.0,0.0,,0.27,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DMfkOHHR94h,
2025-07-25,_chelsthomas,https://www.instagram.com/_chelsthomas/reels/,Parents,Arina,story,_chelsthomas.mp4,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_chelsthomas0725&utm_content=stories,influencers_chelsthomas0725,700.0,7000.0,10000.0,1.428571429,100.0,70.0,0.0015,0.00105,10.5,37.0,66.66666667,18.91891892,0.2,0.054054054,2.1,2.0,333.3333333,350.0,0.2,0.0,0.42,0.0,0.3,,0.126,0.0,0.45,0.0567,0.0,0.3,,0.0,,0.0378,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-07-30,jonathanwordsofwisdom,https://www.instagram.com/jonathanwordsofwisdom/,Career,Arina,story,Jonathanwordsofwisdom.mp4,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_jonathanwordsofwisdom0725&utm_content=stories,influencers_jonathanwordsofwisdom0725,2000.0,20000.0,9800.0,0.49,100.0,204.0816327,0.0015,0.003061224,30.0,184.0,66.66666667,10.86956522,0.2,0.119565217,6.0,22.0,333.3333333,90.90909091,0.2,0.409090909,1.2,9.0,0.3,0.111111111,0.36,1.0,0.45,0.162,1.0,0.3,0.0,0.0,,0.108,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-07-28,jerryjhlee,https://www.instagram.com/jerryjhlee/,Career,Arina,story,Jerryhlee.mp4,https://tripleten.com/special/free-career-consultation/?utm_channel=influencers&utm_source=influencers&utm_medium=instagram&utm_campaign=influencers_jerryjhlee0725&utm_content=stories,influencers_jerryjhlee0725,3000.0,30000.0,28000.0,0.933333333,100.0,107.1428571,0.0015,0.001607143,45.0,209.0,66.66666667,14.35406699,0.2,0.057416268,9.0,12.0,333.3333333,250.0,0.2,0.333333333,1.8,4.0,0.3,0.25,0.54,1.0,0.45,0.243,0.0,0.3,0.0,0.0,,0.162,0.0,,,0.0,,0.0,,0.0,,False,local_file,,
2025-08-08,ninjatechyousaf,https://www.youtube.com/@ninjatechyousaf/videos,AI,Masha,youtube,https://youtu.be/-mEWu3rFqI8?si=RAIjeHkCZ0D0_8ZZ&t=108,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link:  https://get.tripleten.com/ninjatech,influencers_youtube_ninjatech0825,5000.0,130000.0,119000.0,0.915384615,38.46153846,42.01680672,0.0015,0.001638655,195.0,106.0,25.64102564,47.16981132,0.2,0.169811321,39.0,18.0,128.2051282,277.7777778,0.42,0.333333333,16.38,6.0,0.3,0.666666667,4.914,4.0,0.45,2.2113,0.0,0.3,0.0,0.0,,1.4742,0.0,,,0.0,,0.0,,0.0,,True,youtube,-mEWu3rFqI8,108.0
2025-08-08,oliviamarieplath,https://www.instagram.com/oliviamarieplath/reels/,Lifestyle,Leya,story,https://drive.google.com/drive/folders/1QRAOg9qiRiXIyeHQDoFGR4cW8fI1xUbM,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_instagram_oliviamarieplath0825&utm_medium=Instagram&utm_source=influencers&utm_content=story,influencers_instagram_oliviamarieplath0825,1000.0,40000.0,59000.0,1.475,25.0,16.94915254,0.0015,0.001016949,60.0,646.0,16.66666667,1.547987616,0.2,0.052631579,12.0,34.0,83.33333333,29.41176471,0.42,0.5,5.04,17.0,0.3,0.058823529,1.512,1.0,0.45,0.6804,0.0,0.3,0.0,0.0,,0.4536,0.0,,,0.0,,0.0,,0.0,,True,drive_link,,
2025-08-09,AnotherNickYT,https://www.youtube.com/@AnotherNickYT/videos,Movies,Mediacube,youtube,https://youtu.be/sI--h5N6tbo?si=ZaYmxfeBg9Oh-Rp_&t=249,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link: https://get.tripleten.com/anothernick,influencers_youtube_anothernick0825,4000.0,168000.0,74000.0,0.44047619,23.80952381,54.05405405,0.0015,0.003405405,252.0,28.0,15.87301587,142.8571429,0.2,0.0,50.4,0.0,79.36507937,,0.42,,21.168,0.0,0.3,,6.3504,0.0,0.45,2.85768,0.0,0.3,,0.0,,1.90512,0.0,,,0.0,,0.0,,0.0,,True,youtube,sI--h5N6tbo,249.0
2025-08-11,xylafoxlin,https://www.youtube.com/@xylafoxlin/videos,Knowledge,Masha,youtube,https://youtu.be/pRpCorslQeY?si=L_jbNhEk7vweO-yh&t=286,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link:  https://get.tripleten.com/xylafoxlin,influencers_youtube_xylafoxlin0825,9000.0,185500.0,304000.0,1.638814016,48.51752022,29.60526316,0.0015,0.000915296,278.25,211.0,32.34501348,42.65402844,0.2,0.09478673,55.65,20.0,161.7250674,450.0,0.42,0.35,23.373,7.0,0.3,0.571428571,7.0119,4.0,0.45,3.155355,0.0,0.3,0.25,1.0,9000.0,2.10357,1.0,,9000.0,1.0,9000.0,1.0,9000.0,1.0,,True,youtube,pRpCorslQeY,286.0
